task_id,title,description,created_by,assigned_to,category,created_at,due_date,est_duration_minutes,actual_duration_minutes,priority_level,priority_score,completed_on_time,urgency_keywords,creator_role,status
947,Design task #947,Please work on design for project #2.,user_2,user_4,Design,2025-09-06,2025-09-12,219,205,Low,17.12,True,No,Team Lead,Done
948,Design task #948, work on design for project #16.,user_7,user_1,Design,2025-09-27,2025-10-02,186,183,Low,29.62,True,No,Developer,Done
949,Meeting task #949,Please work on meeting for project #41.,user_1,user_6,Meeting,2025-09-03,2025-09-13,377,459,Low,39.32,True,No,Team Lead,Done
950,Design task #950,Please work on design for project #9.,user_10,user_2,Design,2025-09-02,2025-09-03,253,303,Medium,43.65,True,No,Manager,Done
951,Bug Fixing task #951,Please work on bug fixing for project #36.,user_8,user_1,Bug Fixing,2025-09-20,2025-09-27,93,89,Low,36.38,True,No,Developer,Done
952,Bug Fixing task #952,Kindly work on bug fixing for project #39.,user_5,user_7,Bug Fixing,2025-09-04,2025-09-14,445,520,Medium,45.28,True,No,QA Engineer,Done
953,Development task #953,Please work on development for project #22.,user_10,user_1,Development,2025-09-13,2025-09-21,467,546,Low,21.23,True,No,QA Engineer,Done
954,Development task #954,Please work on development for project #39.,user_1,user_8,Development,2025-09-19,2025-09-23,115,111,Medium,61.66,True,No,Developer,Done
955,Development task #955,Urgently work on development for project #23.,user_2,user_10,Development,2025-09-29,2025-10-09,124,224,Medium,68.77,True,Yes,Team Lead,Done
956,Design task #956,Please work on design for project #9.,user_8,user_10,Design,2025-09-06,2025-09-10,130,111,Medium,56.76,True,No,QA Engineer,Done
957,Meeting task #957,Kindly work on meeting for project #31.,user_10,user_7,Meeting,2025-09-10,2025-09-20,337,344,Medium,45.14,True,No,Developer,Done
958,Meeting task #958,Kindly work on meeting for project #4.,user_10,user_6,Meeting,2025-09-12,2025-09-13,325,445,Medium,46.85,True,No,Developer,Done
959,Documentation task #959,Kindly work on documentation for project #5.,user_9,user_9,Documentation,2025-09-14,2025-09-20,160,181,Medium,48.55,True,No,Manager,Done
960,Meeting task #960,Urgently work on meeting for project #40.,user_4,user_8,Meeting,2025-09-20,2025-09-26,356,470,High,76.72,True,Yes,QA Engineer,Done
961,Meeting task #961, work on meeting for project #15.,user_7,user_6,Meeting,2025-09-04,2025-09-12,464,444,Medium,49.64,True,No,Team Lead,Done
962,Bug Fixing task #962,Urgently work on bug fixing for project #48.,user_4,user_4,Bug Fixing,2025-09-20,2025-09-24,182,275,High,89.94,True,Yes,QA Engineer,Done
963,Design task #963,Please work on design for project #23.,user_4,user_7,Design,2025-09-27,2025-09-28,245,217,Medium,42.95,True,No,Team Lead,Done
964,Bug Fixing task #964,Urgently work on bug fixing for project #3.,user_9,user_2,Bug Fixing,2025-09-10,2025-09-18,159,278,High,80.64,True,Yes,Team Lead,Done
965,Bug Fixing task #965,Urgently work on bug fixing for project #36.,user_4,user_4,Bug Fixing,2025-09-06,2025-09-10,194,208,Medium,68.65,True,Yes,Developer,Done
966,Documentation task #966,Kindly work on documentation for project #25.,user_3,user_4,Documentation,2025-09-06,2025-09-11,111,86,Medium,61.6,True,No,Manager,Done
967,Development task #967,Urgently work on development for project #43.,user_2,user_6,Development,2025-09-10,2025-09-18,182,246,Medium,59.85,True,Yes,Team Lead,Done
968,Documentation task #968,Kindly work on documentation for project #13.,user_9,user_10,Documentation,2025-09-29,2025-10-01,120,126,Medium,67.01,True,No,QA Engineer,Done
969,Documentation task #969,Please work on documentation for project #49.,user_9,user_7,Documentation,2025-09-11,2025-09-21,279,311,Low,39.4,True,No,Developer,Done
970,Testing task #970,Please work on testing for project #41.,user_10,user_4,Testing,2025-09-26,2025-09-29,227,260,Low,18.54,True,No,Developer,Done
971,Meeting task #971,Please work on meeting for project #11.,user_3,user_9,Meeting,2025-09-07,2025-09-09,461,551,Medium,41.92,True,No,QA Engineer,Done
972,Testing task #972,Urgently work on testing for project #46.,user_7,user_9,Testing,2025-09-16,2025-09-25,297,312,Medium,59.78,True,Yes,Developer,Done
973,Meeting task #973,Please work on meeting for project #14.,user_9,user_8,Meeting,2025-09-16,2025-09-21,357,429,Medium,52.61,True,No,QA Engineer,Done
974,Documentation task #974, work on documentation for project #37.,user_4,user_8,Documentation,2025-09-13,2025-09-17,216,294,Low,30.21,True,No,Team Lead,Done
975,Documentation task #975,Urgently work on documentation for project #15.,user_6,user_5,Documentation,2025-09-05,2025-09-07,211,294,Medium,63.31,True,Yes,Manager,Done
976,Testing task #976, work on testing for project #24.,user_1,user_8,Testing,2025-09-14,2025-09-22,299,379,Low,11.66,True,No,Developer,Done
977,Design task #977,Urgently work on design for project #42.,user_6,user_5,Design,2025-09-01,2025-09-04,286,315,Medium,63.22,True,Yes,QA Engineer,Done
978,Bug Fixing task #978,Please work on bug fixing for project #18.,user_6,user_2,Bug Fixing,2025-09-27,2025-10-06,322,431,Low,3.64,True,No,Developer,Done
979,Documentation task #979,Urgently work on documentation for project #13.,user_2,user_2,Documentation,2025-09-12,2025-09-13,339,360,Medium,46.24,True,Yes,Manager,Done
980,Development task #980,Urgently work on development for project #1.,user_6,user_5,Development,2025-09-24,2025-09-29,157,162,High,81.41,True,Yes,Developer,Done
981,Meeting task #981, work on meeting for project #42.,user_5,user_6,Meeting,2025-09-13,2025-09-23,447,420,Medium,51.79,True,No,QA Engineer,Done
982,Testing task #982, work on testing for project #47.,user_3,user_7,Testing,2025-09-08,2025-09-12,302,331,Medium,46.38,True,No,Team Lead,Done
983,Design task #983,Kindly work on design for project #29.,user_6,user_2,Design,2025-09-28,2025-10-02,279,355,Low,25.5,True,No,Developer,Done
984,Design task #984,Please work on design for project #32.,user_9,user_1,Design,2025-09-05,2025-09-15,125,173,Low,39.28,True,No,Developer,Done
985,Development task #985,Urgently work on development for project #21.,user_6,user_6,Development,2025-09-14,2025-09-21,411,484,Medium,69.95,True,Yes,Team Lead,Done
986,Testing task #986, work on testing for project #25.,user_1,user_10,Testing,2025-09-30,2025-10-03,138,192,Low,22.62,True,No,Manager,Done
987,Documentation task #987, work on documentation for project #41.,user_7,user_2,Documentation,2025-09-07,2025-09-15,115,169,Medium,62.55,True,No,QA Engineer,Done
988,Meeting task #988, work on meeting for project #2.,user_2,user_3,Meeting,2025-09-22,2025-10-01,150,128,Medium,53.16,True,No,Manager,Done
989,Documentation task #989,Please work on documentation for project #30.,user_4,user_2,Documentation,2025-09-10,2025-09-14,179,223,Low,36.69,True,No,QA Engineer,Done
990,Bug Fixing task #990,Kindly work on bug fixing for project #8.,user_6,user_9,Bug Fixing,2025-09-06,2025-09-12,270,340,Medium,40.4,True,No,Manager,Done
991,Documentation task #991,Kindly work on documentation for project #14.,user_9,user_7,Documentation,2025-09-24,2025-09-26,259,281,Medium,43.13,True,No,QA Engineer,Done
992,Meeting task #992,Kindly work on meeting for project #33.,user_7,user_8,Meeting,2025-09-20,2025-09-30,218,338,Low,9.37,True,No,Team Lead,Done
993,Development task #993, work on development for project #39.,user_8,user_5,Development,2025-09-01,2025-09-04,288,274,Low,36.29,True,No,Team Lead,Done
994,Documentation task #994,Please work on documentation for project #19.,user_9,user_6,Documentation,2025-09-15,2025-09-23,354,334,Low,29.77,True,No,QA Engineer,Done
995,Development task #995, work on development for project #16.,user_8,user_6,Development,2025-09-13,2025-09-23,474,488,Low,24.98,True,No,Developer,Done
996,Documentation task #996,Please work on documentation for project #26.,user_10,user_7,Documentation,2025-09-13,2025-09-16,417,532,Low,35.78,True,No,QA Engineer,Done
997,Development task #997,Kindly work on development for project #32.,user_1,user_4,Development,2025-09-09,2025-09-18,209,196,Medium,66.97,True,No,Team Lead,Done
998,Design task #998, work on design for project #29.,user_9,user_2,Design,2025-09-03,2025-09-05,318,371,Medium,49.61,True,No,Developer,Done
999,Documentation task #999, work on documentation for project #22.,user_5,user_4,Documentation,2025-09-15,2025-09-16,97,185,Low,31.43,True,No,Manager,Done
1000,Development task #1000,Kindly work on development for project #21.,user_7,user_4,Development,2025-09-02,2025-09-03,188,187,Medium,48.59,True,No,QA Engineer,Done
