task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status
851,Customer email reply,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-22 22:41:20.272791,2025-08-29 22:41:20.272791,alice,charlie,1,3,19,3.85,done
852,Plan sprint,Optimize slow queries causing high CPU usage on replica DB.,2025-08-19 22:41:20.272791,2025-09-01 22:41:20.272791,charlie,bob,0,2,107,0.9,open
853,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-10-02 22:41:20.272791,2025-10-15 22:41:20.272791,charlie,bob,0,1,81,2.71,in_progress
854,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-22 22:41:20.272791,2025-09-03 22:41:20.272791,alice,charlie,0,6,56,2.7,in_progress
855,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-09-19 22:41:20.272791,2025-10-09 22:41:20.272791,diana,alice,0,12,113,4.15,done
856,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-09-23 22:41:20.272791,2025-10-07 22:41:20.272791,alice,alice,0,6,92,4.88,done
857,Deploy microservice,Gather sales data and prepare report for stakeholders by Friday.,2025-10-12 22:41:20.272791,2025-10-28 22:41:20.272791,alice,charlie,2,4,116,0.86,in_progress
858,Update dependencies,Gather sales data and prepare report for stakeholders by Friday.,2025-08-22 22:41:20.272791,2025-09-01 22:41:20.272791,bob,diana,0,3,150,0.71,open
859,Fix login bug,Investigate new ML library for text embeddings and feasibility.,2025-08-20 22:41:20.272791,2025-09-06 22:41:20.272791,diana,diana,2,1,123,3.47,done
860,Update dependencies,Respond to important client email about billing dispute.,2025-08-30 22:41:20.272791,2025-09-18 22:41:20.272791,alice,alice,0,1,194,3.48,open
861,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-08-16 22:41:20.272791,2025-08-19 22:41:20.272791,diana,charlie,2,3,155,3.76,done
862,Write unit tests,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-04 22:41:20.272791,2025-10-13 22:41:20.272791,charlie,bob,0,2,52,0.85,done
863,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-09-10 22:41:20.272791,2025-09-28 22:41:20.272791,alice,alice,0,4,34,0.56,done
864,Write unit tests,Write unit tests for payment module to improve coverage.,2025-09-27 22:41:20.272791,2025-10-10 22:41:20.272791,diana,charlie,0,6,162,2.12,done
865,Optimize DB queries,Update package.json dependencies and run compatibility tests.,2025-08-19 22:41:20.272791,2025-08-24 22:41:20.272791,bob,alice,1,2,33,4.17,done
866,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-27 22:41:20.272791,2025-09-12 22:41:20.272791,bob,bob,2,4,165,4.36,done
867,Deploy microservice,Create responsive landing page for product X using Figma mockups.,2025-09-02 22:41:20.272791,2025-09-17 22:41:20.272791,bob,diana,2,4,10,1.02,open
868,Write unit tests,Write unit tests for payment module to improve coverage.,2025-09-13 22:41:20.272791,2025-09-14 22:41:20.272791,diana,bob,2,2,80,3.06,in_progress
869,Fix login bug,Respond to important client email about billing dispute.,2025-08-14 22:41:20.272791,2025-08-18 22:41:20.272791,diana,diana,2,12,131,3.82,done
870,Research new lib,Update package.json dependencies and run compatibility tests.,2025-08-16 22:41:20.272791,2025-09-01 22:41:20.272791,diana,diana,0,6,156,3.76,done
871,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-09-28 22:41:20.272791,2025-09-30 22:41:20.272791,alice,diana,2,6,85,2.99,in_progress
872,Optimize DB queries,Write unit tests for payment module to improve coverage.,2025-08-21 22:41:20.272791,2025-09-06 22:41:20.272791,charlie,diana,0,8,116,0.59,in_progress
873,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-09-05 22:41:20.272791,2025-09-20 22:41:20.272791,bob,bob,2,6,180,2.03,done
874,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-10-09 22:41:20.272791,2025-10-19 22:41:20.272791,diana,diana,0,12,177,3.44,in_progress
875,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-22 22:41:20.272791,2025-09-29 22:41:20.272791,charlie,alice,1,8,128,1.08,open
876,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-14 22:41:20.272791,2025-09-18 22:41:20.272791,diana,diana,1,3,65,1.44,open
877,Fix login bug,Respond to important client email about billing dispute.,2025-10-09 22:41:20.272791,2025-10-18 22:41:20.272791,charlie,bob,2,2,133,0.64,open
878,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-21 22:41:20.272791,2025-09-10 22:41:20.272791,bob,alice,0,6,62,2.69,in_progress
879,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-02 22:41:20.272791,2025-10-20 22:41:20.272791,charlie,bob,0,12,181,4.43,done
880,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-12 22:41:20.272791,2025-10-27 22:41:20.272791,diana,alice,0,1,161,3.24,open
881,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-15 22:41:20.272791,2025-09-19 22:41:20.272791,bob,alice,1,12,57,4.6,open
882,Update dependencies,Write unit tests for payment module to improve coverage.,2025-10-01 22:41:20.272791,2025-10-18 22:41:20.272791,diana,alice,0,2,170,2.14,open
883,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-09-11 22:41:20.272791,2025-09-25 22:41:20.272791,alice,bob,0,12,126,2.04,done
884,Prepare monthly report,Create responsive landing page for product X using Figma mockups.,2025-08-31 22:41:20.272791,2025-09-12 22:41:20.272791,diana,charlie,0,8,175,1.6,done
885,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-08-22 22:41:20.272791,2025-09-05 22:41:20.272791,diana,diana,0,4,137,4.08,in_progress
886,Fix login bug,Write unit tests for payment module to improve coverage.,2025-08-23 22:41:20.272791,2025-08-24 22:41:20.272791,alice,alice,2,3,85,2.31,open
887,Optimize DB queries,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-08 22:41:20.272791,2025-09-10 22:41:20.272791,bob,alice,2,8,187,4.1,done
888,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-08 22:41:20.272791,2025-09-26 22:41:20.272791,charlie,charlie,0,3,7,4.22,done
889,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-09-27 22:41:20.272791,2025-10-10 22:41:20.272791,diana,bob,0,6,164,4.05,done
890,Write unit tests,Respond to important client email about billing dispute.,2025-10-09 22:41:20.272791,2025-10-22 22:41:20.272791,bob,charlie,0,1,14,2.92,in_progress
891,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-09-17 22:41:20.272791,2025-09-27 22:41:20.272791,bob,alice,0,6,146,1.91,in_progress
892,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-15 22:41:20.272791,2025-09-02 22:41:20.272791,charlie,bob,0,12,82,3.77,done
893,Design landing page,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-06 22:41:20.272791,2025-10-18 22:41:20.272791,charlie,charlie,0,1,17,3.9,open
894,Write unit tests,Update package.json dependencies and run compatibility tests.,2025-09-19 22:41:20.272791,2025-09-20 22:41:20.272791,diana,charlie,2,2,195,4.95,done
895,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-28 22:41:20.272791,2025-09-09 22:41:20.272791,charlie,charlie,0,8,188,3.08,open
896,Optimize DB queries,Investigate new ML library for text embeddings and feasibility.,2025-09-30 22:41:20.272791,2025-10-08 22:41:20.272791,alice,charlie,0,6,154,1.37,in_progress
897,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-08-23 22:41:20.272791,2025-09-06 22:41:20.272791,diana,alice,0,1,20,2.41,open
898,Write unit tests,Deploy new service to production cluster and monitor for errors.,2025-09-11 22:41:20.272791,2025-09-14 22:41:20.272791,charlie,diana,2,6,148,2.84,in_progress
899,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-14 22:41:20.272791,2025-09-28 22:41:20.272791,diana,diana,0,8,111,4.21,open
900,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-09-14 22:41:20.272791,2025-09-29 22:41:20.272791,bob,alice,0,8,59,2.55,open
901,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-09-06 22:41:20.272791,2025-09-10 22:41:20.272791,diana,alice,1,1,99,3.07,open
902,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-08-21 22:41:20.272791,2025-09-02 22:41:20.272791,charlie,charlie,0,3,80,2.69,open
903,Prepare monthly report,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-09 22:41:20.272791,2025-09-11 22:41:20.272791,charlie,charlie,2,2,51,4.19,in_progress
904,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-09-18 22:41:20.272791,2025-09-30 22:41:20.272791,alice,alice,2,4,128,3.08,done
905,Write unit tests,Respond to important client email about billing dispute.,2025-10-03 22:41:20.272791,2025-10-16 22:41:20.272791,diana,bob,0,12,40,2.77,in_progress
906,Write unit tests,Write unit tests for payment module to improve coverage.,2025-08-23 22:41:20.272791,2025-09-03 22:41:20.272791,alice,diana,0,4,64,4.55,in_progress
907,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-25 22:41:20.272791,2025-10-10 22:41:20.272791,charlie,alice,0,12,47,3.68,done
908,Update dependencies,Investigate new ML library for text embeddings and feasibility.,2025-09-24 22:41:20.272791,2025-09-28 22:41:20.272791,alice,bob,1,6,143,3.1,open
909,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-08-26 22:41:20.272791,2025-09-11 22:41:20.272791,alice,alice,0,8,141,1.31,open
910,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-08-29 22:41:20.272791,2025-09-17 22:41:20.272791,diana,alice,0,12,141,3.23,in_progress
911,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-14 22:41:20.272791,2025-09-15 22:41:20.272791,charlie,diana,2,2,111,0.61,done
912,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-30 22:41:20.272791,2025-09-02 22:41:20.272791,alice,alice,2,6,48,1.78,open
913,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-08-23 22:41:20.272791,2025-09-02 22:41:20.272791,diana,bob,0,1,162,4.83,open
914,Fix login bug,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-02 22:41:20.272791,2025-09-15 22:41:20.272791,alice,charlie,2,2,110,4.52,in_progress
915,Optimize DB queries,Create responsive landing page for product X using Figma mockups.,2025-08-17 22:41:20.272791,2025-08-24 22:41:20.272791,bob,bob,1,4,135,3.89,in_progress
916,Design landing page,Update package.json dependencies and run compatibility tests.,2025-08-17 22:41:20.272791,2025-08-28 22:41:20.272791,diana,diana,0,1,128,0.63,done
917,Deploy microservice,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-31 22:41:20.272791,2025-09-18 22:41:20.272791,alice,bob,2,12,147,3.43,open
918,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-09 22:41:20.272791,2025-09-24 22:41:20.272791,alice,bob,0,12,41,2.18,open
919,Deploy microservice,Investigate new ML library for text embeddings and feasibility.,2025-10-13 22:41:20.272791,2025-10-27 22:41:20.272791,diana,alice,2,1,123,4.83,done
920,Update dependencies,Gather sales data and prepare report for stakeholders by Friday.,2025-08-14 22:41:20.272791,2025-08-16 22:41:20.272791,diana,charlie,2,6,69,4.28,in_progress
921,Customer email reply,Deploy new service to production cluster and monitor for errors.,2025-09-20 22:41:20.272791,2025-10-07 22:41:20.272791,charlie,alice,0,2,194,2.9,open
922,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-09-08 22:41:20.272791,2025-09-12 22:41:20.272791,bob,charlie,1,4,58,3.25,in_progress
923,Customer email reply,Update package.json dependencies and run compatibility tests.,2025-10-01 22:41:20.272791,2025-10-16 22:41:20.272791,charlie,bob,0,8,87,2.04,in_progress
924,Plan sprint,Respond to important client email about billing dispute.,2025-08-15 22:41:20.272791,2025-08-20 22:41:20.272791,alice,diana,1,1,7,3.53,in_progress
925,Research new lib,Write unit tests for payment module to improve coverage.,2025-10-01 22:41:20.272791,2025-10-14 22:41:20.272791,alice,alice,0,6,12,4.52,done
926,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-05 22:41:20.272791,2025-09-18 22:41:20.272791,charlie,diana,0,2,183,4.93,open
927,Write unit tests,Respond to important client email about billing dispute.,2025-10-12 22:41:20.272791,2025-10-19 22:41:20.272791,diana,alice,1,2,195,0.59,in_progress
928,Customer email reply,Deploy new service to production cluster and monitor for errors.,2025-08-19 22:41:20.272791,2025-09-08 22:41:20.272791,charlie,bob,0,2,131,4.85,open
929,Update dependencies,Write unit tests for payment module to improve coverage.,2025-10-10 22:41:20.272791,2025-10-30 22:41:20.272791,bob,alice,0,2,168,2.28,in_progress
930,Plan sprint,Investigate new ML library for text embeddings and feasibility.,2025-09-14 22:41:20.272791,2025-09-20 22:41:20.272791,bob,bob,1,1,155,1.08,open
931,Prepare monthly report,Update package.json dependencies and run compatibility tests.,2025-10-12 22:41:20.272791,2025-10-31 22:41:20.272791,bob,charlie,0,2,178,0.6,done
932,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-08-30 22:41:20.272791,2025-09-17 22:41:20.272791,diana,alice,0,4,169,3.53,done
933,Fix login bug,Respond to important client email about billing dispute.,2025-09-10 22:41:20.272791,2025-09-24 22:41:20.272791,charlie,alice,2,8,137,2.6,in_progress
934,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-09 22:41:20.272791,2025-10-17 22:41:20.272791,alice,charlie,0,4,141,2.52,open
935,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-09-04 22:41:20.272791,2025-09-07 22:41:20.272791,alice,bob,2,8,113,4.81,open
936,Deploy microservice,Gather sales data and prepare report for stakeholders by Friday.,2025-09-04 22:41:20.272791,2025-09-14 22:41:20.272791,alice,alice,2,1,127,2.44,open
937,Plan sprint,Respond to important client email about billing dispute.,2025-10-06 22:41:20.272791,2025-10-15 22:41:20.272791,bob,alice,0,4,66,4.81,open
938,Customer email reply,Investigate new ML library for text embeddings and feasibility.,2025-10-03 22:41:20.272791,2025-10-11 22:41:20.272791,alice,diana,0,12,29,3.31,done
939,Design landing page,Create responsive landing page for product X using Figma mockups.,2025-08-17 22:41:20.272791,2025-08-19 22:41:20.272791,diana,charlie,2,12,182,0.79,open
940,Fix login bug,Write unit tests for payment module to improve coverage.,2025-08-17 22:41:20.272791,2025-08-27 22:41:20.272791,diana,alice,2,1,178,0.75,open
941,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-09-08 22:41:20.272791,2025-09-12 22:41:20.272791,diana,bob,1,12,158,4.04,done
942,Fix login bug,Write unit tests for payment module to improve coverage.,2025-09-07 22:41:20.272791,2025-09-22 22:41:20.272791,diana,alice,2,3,171,4.72,open
943,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-09-04 22:41:20.272791,2025-09-23 22:41:20.272791,bob,alice,0,1,8,3.18,open
944,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-10-10 22:41:20.272791,2025-10-29 22:41:20.272791,bob,charlie,0,3,112,2.67,done
945,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-08-29 22:41:20.272791,2025-09-03 22:41:20.272791,alice,alice,1,2,84,3.13,done
946,Customer email reply,Update package.json dependencies and run compatibility tests.,2025-09-20 22:41:20.272791,2025-10-08 22:41:20.272791,bob,bob,0,4,84,3.21,in_progress
947,Customer email reply,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-16 22:41:20.272791,2025-10-05 22:41:20.272791,bob,alice,0,2,134,4.19,done
948,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-09-05 22:41:20.272791,2025-09-12 22:41:20.272791,bob,bob,2,12,22,2.04,done
949,Write unit tests,Write unit tests for payment module to improve coverage.,2025-09-21 22:41:20.272791,2025-10-02 22:41:20.272791,charlie,charlie,0,4,89,1.23,in_progress
950,Fix login bug,Write unit tests for payment module to improve coverage.,2025-08-28 22:41:20.272791,2025-08-29 22:41:20.272791,bob,bob,2,4,164,1.46,in_progress
951,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-08-27 22:41:20.272791,2025-09-09 22:41:20.272791,bob,alice,0,3,7,0.83,open
952,Research new lib,Create responsive landing page for product X using Figma mockups.,2025-08-23 22:41:20.272791,2025-09-02 22:41:20.272791,diana,bob,0,8,154,4.61,in_progress
953,Fix login bug,User cannot login with social auth. Error 500 observed on POST /auth.,2025-08-26 22:41:20.272791,2025-09-02 22:41:20.272791,charlie,bob,2,2,72,3.73,in_progress
954,Research new lib,Deploy new service to production cluster and monitor for errors.,2025-08-25 22:41:20.272791,2025-09-01 22:41:20.272791,alice,bob,1,12,72,4.6,open
955,Prepare monthly report,Optimize slow queries causing high CPU usage on replica DB.,2025-09-24 22:41:20.272791,2025-09-28 22:41:20.272791,charlie,bob,1,3,121,1.58,in_progress
956,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-10-04 22:41:20.272791,2025-10-24 22:41:20.272791,diana,alice,0,1,41,4.47,open
957,Deploy microservice,Deploy new service to production cluster and monitor for errors.,2025-09-17 22:41:20.272791,2025-09-30 22:41:20.272791,charlie,charlie,2,6,114,4.9,open
958,Fix login bug,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-20 22:41:20.272791,2025-09-27 22:41:20.272791,charlie,bob,2,3,68,0.74,in_progress
959,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-09-20 22:41:20.272791,2025-10-06 22:41:20.272791,bob,alice,0,12,125,4.06,done
960,Design landing page,Gather sales data and prepare report for stakeholders by Friday.,2025-09-15 22:41:20.272791,2025-09-28 22:41:20.272791,charlie,diana,0,6,123,1.31,done
961,Customer email reply,Investigate new ML library for text embeddings and feasibility.,2025-09-27 22:41:20.272791,2025-10-13 22:41:20.272791,diana,diana,0,3,153,2.3,done
962,Fix login bug,Deploy new service to production cluster and monitor for errors.,2025-08-28 22:41:20.272791,2025-09-04 22:41:20.272791,diana,bob,2,4,60,1.88,in_progress
963,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-10-12 22:41:20.272791,2025-10-24 22:41:20.272791,charlie,alice,0,2,197,0.88,in_progress
964,Research new lib,Respond to important client email about billing dispute.,2025-08-28 22:41:20.272791,2025-09-16 22:41:20.272791,alice,diana,0,6,164,2.01,in_progress
965,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-09-09 22:41:20.272791,2025-09-21 22:41:20.272791,diana,charlie,0,3,102,0.61,in_progress
966,Deploy microservice,Update package.json dependencies and run compatibility tests.,2025-09-24 22:41:20.272791,2025-09-27 22:41:20.272791,charlie,alice,2,3,133,2.81,done
967,Design landing page,Update package.json dependencies and run compatibility tests.,2025-10-12 22:41:20.272791,2025-10-20 22:41:20.272791,alice,alice,0,1,97,0.67,open
968,Customer email reply,Deploy new service to production cluster and monitor for errors.,2025-09-26 22:41:20.272791,2025-10-07 22:41:20.272791,charlie,charlie,0,8,179,4.3,open
969,Plan sprint,Gather sales data and prepare report for stakeholders by Friday.,2025-10-07 22:41:20.272791,2025-10-25 22:41:20.272791,charlie,alice,0,12,81,1.77,in_progress
970,Optimize DB queries,Optimize slow queries causing high CPU usage on replica DB.,2025-10-05 22:41:20.272791,2025-10-24 22:41:20.272791,alice,diana,0,8,136,4.95,open
971,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-08-28 22:41:20.272791,2025-09-04 22:41:20.272791,diana,bob,1,6,155,4.04,in_progress
972,Write unit tests,Respond to important client email about billing dispute.,2025-10-03 22:41:20.272791,2025-10-06 22:41:20.272791,charlie,bob,2,4,183,2.38,in_progress
973,Write unit tests,Investigate new ML library for text embeddings and feasibility.,2025-08-15 22:41:20.272791,2025-08-27 22:41:20.272791,bob,bob,0,3,193,0.54,done
974,Customer email reply,Respond to important client email about billing dispute.,2025-08-28 22:41:20.272791,2025-09-11 22:41:20.272791,diana,diana,0,12,181,2.92,in_progress
975,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-19 22:41:20.272791,2025-09-21 22:41:20.272791,bob,bob,2,3,150,3.33,done
976,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:41:20.272791,2025-10-21 22:41:20.272791,diana,bob,0,4,21,2.91,open
977,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-09-04 22:41:20.272791,2025-09-23 22:41:20.272791,diana,charlie,0,1,48,0.97,done
978,Prepare monthly report,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-05 22:41:20.272791,2025-10-25 22:41:20.272791,diana,alice,0,2,55,0.81,in_progress
979,Update dependencies,Deploy new service to production cluster and monitor for errors.,2025-08-28 22:41:20.272791,2025-09-07 22:41:20.272791,alice,diana,0,1,99,2.83,open
980,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-08 22:41:20.272791,2025-09-14 22:41:20.272791,alice,bob,1,6,112,2.65,open
981,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-08-22 22:41:20.272791,2025-08-29 22:41:20.272791,charlie,diana,1,12,186,3.49,open
982,Plan sprint,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-13 22:41:20.272791,2025-10-23 22:41:20.272791,bob,diana,0,3,56,0.53,open
983,Write unit tests,Create responsive landing page for product X using Figma mockups.,2025-10-05 22:41:20.272791,2025-10-18 22:41:20.272791,bob,charlie,0,6,130,2.57,done
984,Fix login bug,Create responsive landing page for product X using Figma mockups.,2025-09-01 22:41:20.272791,2025-09-16 22:41:20.272791,charlie,charlie,2,4,161,4.21,open
985,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-08-25 22:41:20.272791,2025-09-14 22:41:20.272791,diana,diana,0,4,173,1.33,done
986,Design landing page,Optimize slow queries causing high CPU usage on replica DB.,2025-09-27 22:41:20.272791,2025-09-29 22:41:20.272791,bob,bob,2,3,165,2.92,done
987,Design landing page,Deploy new service to production cluster and monitor for errors.,2025-10-11 22:41:20.272791,2025-10-27 22:41:20.272791,diana,alice,0,3,24,3.9,done
988,Customer email reply,Optimize slow queries causing high CPU usage on replica DB.,2025-09-11 22:41:20.272791,2025-09-17 22:41:20.272791,charlie,bob,1,6,16,2.58,open
989,Write unit tests,Optimize slow queries causing high CPU usage on replica DB.,2025-09-04 22:41:20.272791,2025-09-17 22:41:20.272791,bob,diana,0,1,7,1.63,done
990,Prepare monthly report,Respond to important client email about billing dispute.,2025-09-25 22:41:20.272791,2025-10-10 22:41:20.272791,diana,diana,0,1,26,2.97,open
991,Write unit tests,Gather sales data and prepare report for stakeholders by Friday.,2025-09-13 22:41:20.272791,2025-09-22 22:41:20.272791,bob,bob,0,12,9,3.23,open
992,Update dependencies,Create responsive landing page for product X using Figma mockups.,2025-09-17 22:41:20.272791,2025-09-30 22:41:20.272791,bob,alice,0,8,200,0.55,in_progress
993,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-09-05 22:41:20.272791,2025-09-11 22:41:20.272791,bob,alice,1,8,141,1.47,done
994,Fix login bug,Investigate new ML library for text embeddings and feasibility.,2025-09-24 22:41:20.272791,2025-09-28 22:41:20.272791,diana,charlie,2,4,18,3.19,open
995,Optimize DB queries,Deploy new service to production cluster and monitor for errors.,2025-10-12 22:41:20.272791,2025-10-20 22:41:20.272791,charlie,bob,0,2,28,0.57,open
996,Fix login bug,Respond to important client email about billing dispute.,2025-10-05 22:41:20.272791,2025-10-12 22:41:20.272791,alice,bob,2,1,175,1.26,open
997,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-09-15 22:41:20.272791,2025-09-19 22:41:20.272791,charlie,charlie,2,6,165,1.35,open
998,Research new lib,Optimize slow queries causing high CPU usage on replica DB.,2025-10-13 22:41:20.272791,2025-10-27 22:41:20.272791,alice,bob,0,2,32,2.1,open
999,Fix login bug,Optimize slow queries causing high CPU usage on replica DB.,2025-09-24 22:41:20.272791,2025-10-05 22:41:20.272791,alice,diana,2,2,122,1.49,done
1000,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-06 22:41:20.272791,2025-09-08 22:41:20.272791,alice,bob,2,4,82,3.95,in_progress
