task_id,title,description,created_at,due_date,creator,assignee,priority,workload_hours,assignee_completed_tasks,assignee_avg_completion_days,status,days_to_due,is_overdue,text_raw,tokens,stems,lemmas
163,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-09-22 22:25:59.627850,2025-09-28 22:25:59.627850,charlie,charlie,1,3,104,2.34,in_progress,6,1,Research new lib. Investigate new ML library for text embeddings and feasibility.,"['research', 'new', 'lib', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",research new lib investig new ml librari text embed feasibl,research new lib investigate new ml library text embeddings feasibility
164,Plan sprint,User cannot login with social auth. Error 500 observed on POST /auth.,2025-10-03 22:25:59.627850,2025-10-14 22:25:59.627850,alice,charlie,0,1,147,3.55,in_progress,11,0,Plan sprint. User cannot login with social auth. Error 500 observed on POST /auth.,"['plan', 'sprint', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",plan sprint user login social auth error 500 observ post auth,plan sprint user login social auth error 500 observed post auth
165,Update dependencies,Plan sprint items and assign tasks to frontend/backend teams.,2025-10-08 22:25:59.627850,2025-10-13 22:25:59.627850,charlie,alice,1,6,174,1.14,in_progress,5,1,Update dependencies. Plan sprint items and assign tasks to frontend/backend teams.,"['update', 'dependencies', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",updat depend plan sprint item assign task frontend backend team,update dependency plan sprint item assign task frontend backend team
166,Update dependencies,Optimize slow queries causing high CPU usage on replica DB.,2025-08-22 22:25:59.627850,2025-09-11 22:25:59.627850,alice,charlie,0,6,101,3.4,in_progress,20,1,Update dependencies. Optimize slow queries causing high CPU usage on replica DB.,"['update', 'dependencies', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",updat depend optim slow queri caus high cpu usag replica db,update dependency optimize slow query causing high cpu usage replica db
167,Prepare monthly report,Investigate new ML library for text embeddings and feasibility.,2025-08-19 22:25:59.627850,2025-09-02 22:25:59.627850,charlie,alice,0,3,84,1.31,open,14,1,Prepare monthly report. Investigate new ML library for text embeddings and feasibility.,"['prepare', 'monthly', 'report', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",prepar monthli report investig new ml librari text embed feasibl,prepare monthly report investigate new ml library text embeddings feasibility
168,Customer email reply,Write unit tests for payment module to improve coverage.,2025-08-26 22:25:59.627850,2025-09-03 22:25:59.627850,bob,bob,0,1,80,4.3,open,8,1,Customer email reply. Write unit tests for payment module to improve coverage.,"['customer', 'email', 'reply', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",custom email repli write unit test payment modul improv coverag,customer email reply write unit test payment module improve coverage
169,Research new lib,Investigate new ML library for text embeddings and feasibility.,2025-10-06 22:25:59.627850,2025-10-23 22:25:59.627850,alice,charlie,0,12,163,1.09,in_progress,17,0,Research new lib. Investigate new ML library for text embeddings and feasibility.,"['research', 'new', 'lib', 'investigate', 'new', 'ml', 'library', 'text', 'embeddings', 'feasibility']",research new lib investig new ml librari text embed feasibl,research new lib investigate new ml library text embeddings feasibility
170,Prepare monthly report,Gather sales data and prepare report for stakeholders by Friday.,2025-08-25 22:25:59.627850,2025-09-14 22:25:59.627850,bob,diana,0,1,110,2.14,done,20,0,Prepare monthly report. Gather sales data and prepare report for stakeholders by Friday.,"['prepare', 'monthly', 'report', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",prepar monthli report gather sale data prepar report stakehold friday,prepare monthly report gather sale data prepare report stakeholder friday
171,Deploy microservice,Write unit tests for payment module to improve coverage.,2025-09-22 22:25:59.627850,2025-10-02 22:25:59.627850,diana,bob,2,6,66,1.89,in_progress,10,1,Deploy microservice. Write unit tests for payment module to improve coverage.,"['deploy', 'microservice', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",deploy microservic write unit test payment modul improv coverag,deploy microservice write unit test payment module improve coverage
172,Deploy microservice,Respond to important client email about billing dispute.,2025-09-26 22:25:59.627850,2025-10-15 22:25:59.627850,diana,diana,2,12,77,4.0,done,19,0,Deploy microservice. Respond to important client email about billing dispute.,"['deploy', 'microservice', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",deploy microservic respond import client email bill disput,deploy microservice respond important client email billing dispute
173,Research new lib,Optimize slow queries causing high CPU usage on replica DB.,2025-08-24 22:25:59.627850,2025-08-31 22:25:59.627850,bob,charlie,1,1,169,2.66,in_progress,7,1,Research new lib. Optimize slow queries causing high CPU usage on replica DB.,"['research', 'new', 'lib', 'optimize', 'slow', 'queries', 'causing', 'high', 'cpu', 'usage', 'replica', 'db']",research new lib optim slow queri caus high cpu usag replica db,research new lib optimize slow query causing high cpu usage replica db
174,Research new lib,Create responsive landing page for product X using Figma mockups.,2025-09-28 22:25:59.627850,2025-10-15 22:25:59.627850,alice,charlie,0,1,200,1.22,in_progress,17,0,Research new lib. Create responsive landing page for product X using Figma mockups.,"['research', 'new', 'lib', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",research new lib creat respons land page product use figma mockup,research new lib create responsive landing page product using figma mockups
175,Research new lib,Gather sales data and prepare report for stakeholders by Friday.,2025-10-06 22:25:59.627850,2025-10-20 22:25:59.627850,alice,bob,0,12,120,4.48,open,14,0,Research new lib. Gather sales data and prepare report for stakeholders by Friday.,"['research', 'new', 'lib', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",research new lib gather sale data prepar report stakehold friday,research new lib gather sale data prepare report stakeholder friday
176,Optimize DB queries,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-08 22:25:59.627850,2025-09-25 22:25:59.627850,charlie,bob,0,4,25,2.19,open,17,1,Optimize DB queries. User cannot login with social auth. Error 500 observed on POST /auth.,"['optimize', 'db', 'queries', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",optim db queri user login social auth error 500 observ post auth,optimize db query user login social auth error 500 observed post auth
177,Customer email reply,Create responsive landing page for product X using Figma mockups.,2025-10-06 22:25:59.627850,2025-10-17 22:25:59.627850,bob,bob,0,1,78,4.63,in_progress,11,0,Customer email reply. Create responsive landing page for product X using Figma mockups.,"['customer', 'email', 'reply', 'create', 'responsive', 'landing', 'page', 'product', 'using', 'figma', 'mockups']",custom email repli creat respons land page product use figma mockup,customer email reply create responsive landing page product using figma mockups
178,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-09-11 22:25:59.627850,2025-10-01 22:25:59.627850,alice,alice,0,1,70,1.47,open,20,1,Prepare monthly report. Write unit tests for payment module to improve coverage.,"['prepare', 'monthly', 'report', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",prepar monthli report write unit test payment modul improv coverag,prepare monthly report write unit test payment module improve coverage
179,Research new lib,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-16 22:25:59.627850,2025-09-30 22:25:59.627850,alice,charlie,0,2,82,1.05,open,14,1,Research new lib. Plan sprint items and assign tasks to frontend/backend teams.,"['research', 'new', 'lib', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",research new lib plan sprint item assign task frontend backend team,research new lib plan sprint item assign task frontend backend team
180,Optimize DB queries,Plan sprint items and assign tasks to frontend/backend teams.,2025-09-12 22:25:59.627850,2025-09-15 22:25:59.627850,alice,diana,2,6,142,0.57,done,3,0,Optimize DB queries. Plan sprint items and assign tasks to frontend/backend teams.,"['optimize', 'db', 'queries', 'plan', 'sprint', 'items', 'assign', 'tasks', 'frontend', 'backend', 'teams']",optim db queri plan sprint item assign task frontend backend team,optimize db query plan sprint item assign task frontend backend team
181,Plan sprint,Deploy new service to production cluster and monitor for errors.,2025-09-28 22:25:59.627850,2025-10-03 22:25:59.627850,charlie,diana,1,1,162,2.09,done,5,0,Plan sprint. Deploy new service to production cluster and monitor for errors.,"['plan', 'sprint', 'deploy', 'new', 'service', 'production', 'cluster', 'monitor', 'errors']",plan sprint deploy new servic product cluster monitor error,plan sprint deploy new service production cluster monitor error
182,Optimize DB queries,Gather sales data and prepare report for stakeholders by Friday.,2025-09-25 22:25:59.627850,2025-09-28 22:25:59.627850,charlie,alice,2,6,144,2.78,done,3,0,Optimize DB queries. Gather sales data and prepare report for stakeholders by Friday.,"['optimize', 'db', 'queries', 'gather', 'sales', 'data', 'prepare', 'report', 'stakeholders', 'friday']",optim db queri gather sale data prepar report stakehold friday,optimize db query gather sale data prepare report stakeholder friday
183,Research new lib,User cannot login with social auth. Error 500 observed on POST /auth.,2025-09-07 22:25:59.627850,2025-09-23 22:25:59.627850,alice,diana,0,3,69,3.86,in_progress,16,1,Research new lib. User cannot login with social auth. Error 500 observed on POST /auth.,"['research', 'new', 'lib', 'user', 'login', 'social', 'auth', 'error', '500', 'observed', 'post', 'auth']",research new lib user login social auth error 500 observ post auth,research new lib user login social auth error 500 observed post auth
184,Design landing page,Respond to important client email about billing dispute.,2025-08-29 22:25:59.627850,2025-09-02 22:25:59.627850,charlie,bob,1,1,95,2.96,done,4,0,Design landing page. Respond to important client email about billing dispute.,"['design', 'landing', 'page', 'respond', 'important', 'client', 'email', 'billing', 'dispute']",design land page respond import client email bill disput,design landing page respond important client email billing dispute
185,Prepare monthly report,Write unit tests for payment module to improve coverage.,2025-09-27 22:25:59.627850,2025-10-13 22:25:59.627850,bob,bob,0,1,188,3.99,in_progress,16,1,Prepare monthly report. Write unit tests for payment module to improve coverage.,"['prepare', 'monthly', 'report', 'write', 'unit', 'tests', 'payment', 'module', 'improve', 'coverage']",prepar monthli report write unit test payment modul improv coverag,prepare monthly report write unit test payment module improve coverage
